131.38423	3086
131.90973	3097
132.43523	3105
132.96072	3096
133.48622	3079
134.01172	3112
134.53722	3101
135.06271	3086
135.5882	3087
136.11369	3106
136.63918	3102
137.16467	3124
137.69016	3115
138.21564	3090
138.74112	3098
139.2666	3105
139.79208	3093
140.31757	3110
140.84305	3113
141.36853	3097
141.894	3102
142.41948	3111
142.94495	3118
143.47043	3099
143.9959	3085
144.52136	3105
145.04683	3098
145.5723	3094
146.09776	3128
146.62323	3101
147.1487	3106
147.67416	3063
148.19962	3087
148.72508	3096
149.25053	3105
149.77599	3105
150.30144	3107
150.82689	3096
151.35234	3090
151.87779	3078
152.40324	3092
152.9287	3114
153.45413	3110
153.97958	3107
154.50502	3118
155.03047	3114
155.55591	3106
156.08134	3109
156.60678	3100
157.13222	3097
157.65765	3102
158.18307	3088
158.70851	3107
159.23393	3092
159.75937	3107
160.28479	3088
160.81021	3103
161.33563	3113
161.86105	3094
162.38647	3097
162.91188	3102
163.4373	3107
163.96271	3118
164.48813	3106
165.01353	3098
165.53894	3082
166.06435	3095
166.58975	3092
167.11516	3112
167.64055	3079
168.16595	3110
168.69135	3110
169.21674	3117
169.74214	3093
170.26753	3095
170.79291	3086
171.3183	3111
171.84369	3113
172.36906	3104
172.89445	3101
173.41983	3094
173.94521	3126
174.47058	3102
174.99596	3102
175.52133	3095
176.04671	3104
176.57207	3088
177.09743	3102
177.6228	3108
178.14816	3098
178.67352	3099
179.19888	3113
179.72423	3102
180.24959	3078
180.77493	3094
181.30029	3099
181.82564	3106
182.35098	3092
182.87633	3074
183.40166	3096
183.927	3094
184.45233	3114
184.97768	3102
185.50301	3087
186.02834	3084
186.55367	3087
187.07898	3095
187.60431	3106
188.12962	3086
188.65495	3108
189.18027	3102
189.70558	3102
190.2309	3079
190.7562	3094
191.28151	3128
191.80681	3105
192.33212	3108
192.85742	3078
193.38272	3106
193.908	3093
194.4333	3091
194.9586	3078
195.48389	3102
196.00917	3099
196.53445	3094
197.05974	3096
197.58501	3107
198.11029	3086
198.63556	3106
199.16084	3108
199.68611	3107
200.21136	3083
200.73663	3108
201.2619	3104
201.78716	3096
202.31241	3102
202.83766	3082
203.36292	3101
203.88817	3095
204.41342	3087
204.93866	3090
205.4639	3090
205.98914	3101
206.51437	3107
207.03961	3096
207.56483	3089
208.09007	3121
208.6153	3099
209.14052	3120
209.66574	3074
210.19095	3081
210.71617	3107
211.24138	3106
211.76659	3098
212.29179	3105
212.817	3104
213.34219	3101
213.8674	3098
214.39259	3113
214.91779	3098
215.44298	3098
215.96817	3099
216.49335	3076
217.01852	3096
217.54372	3095
218.06888	3108
218.59406	3109
219.11923	3084
219.64439	3094
220.16956	3102
220.69472	3101
221.21988	3107
221.74504	3099
222.27019	3098
222.79533	3107
223.32048	3102
223.84563	3096
224.37077	3082
224.8959	3068
225.42104	3091
225.94617	3097
226.4713	3101
226.99643	3077
227.52155	3111
228.04668	3110
228.57179	3104
229.09691	3073
229.62201	3094
230.14713	3084
230.67223	3089
231.19733	3097
231.72243	3109
232.24751	3083
232.77261	3097
233.2977	3100
233.82278	3099
234.34787	3106
234.87294	3111
235.39803	3098
235.9231	3103
236.44817	3077
236.97324	3087
237.49829	3097
238.02335	3099
238.54842	3099
239.07346	3095
239.59851	3098
240.12357	3116
240.64861	3083
241.17365	3090
241.69868	3112
242.22371	3086
242.74875	3091
243.27377	3118
243.7988	3109
244.32381	3081
244.84883	3105
245.37384	3086
245.89885	3076
246.42386	3094
246.94887	3085
247.47386	3071
247.99886	3116
248.52385	3099
249.04884	3097
249.57382	3109
250.0988	3107
250.62378	3089
251.14876	3120
251.67374	3092
252.1987	3074
252.72366	3118
253.24863	3097
253.77357	3088
254.29854	3114
254.82349	3092
255.34843	3095
255.87337	3087
256.39832	3102
256.92325	3101
257.44818	3102
257.97311	3098
258.49802	3094
259.02295	3092
259.54788	3085
260.07278	3082
260.59769	3096
261.12259	3090
261.64749	3073
262.17239	3094
262.6973	3099
263.2222	3105
263.74707	3103
264.27194	3100
264.79684	3091
265.32172	3092
265.84659	3112
266.37146	3078
266.8963	3078
267.42117	3109
267.94604	3100
268.47089	3105
268.99573	3105
269.52057	3084
270.04541	3097
270.57025	3079
271.09509	3104
271.6199	3097
272.14474	3090
272.66956	3085
273.19437	3095
273.71921	3104
274.24402	3087
274.7688	3091
275.29361	3090
275.81842	3085
276.3432	3089
276.86798	3087
277.39276	3102
277.91754	3101
278.44232	3126
278.9671	3091
279.49188	3089
280.01663	3093
280.54141	3090
281.06616	3095
281.59091	3108
282.11566	3104
282.64041	3108
283.16513	3081
283.68988	3096
284.2146	3108
284.73935	3069
285.26407	3090
285.78879	3096
286.31348	3093
286.8382	3070
287.36292	3101
287.8876	3083
288.41229	3113
288.93701	3081
289.4617	3099
289.98636	3089
290.51105	3087
291.03574	3115
291.56039	3081
292.08505	3092
292.60974	3116
293.1344	3089
293.65903	3087
294.18369	3086
294.70834	3108
295.23297	3086
295.7576	3093
296.28226	3099
296.80688	3075
297.33148	3095
297.85611	3102
298.38074	3093
298.90533	3077
299.42993	3108
299.95453	3082
300.47913	3098
301.00372	3096
301.52832	3088
302.05289	3103
302.57748	3104
303.10205	3099
303.62662	3116
304.15118	3084
304.67575	3120
305.20029	3088
305.72485	3088
306.24939	3102
306.77393	3097
307.29846	3095
307.823	3117
308.34753	3100
308.87204	3083
309.39658	3101
309.92108	3101
310.44559	3085
310.97009	3082
311.4946	3100
312.01907	3117
312.54358	3077
313.06805	3093
313.59253	3085
314.117	3094
314.64148	3076
315.16595	3092
315.6904	3110
316.21484	3089
316.73932	3090
317.26376	3082
317.78818	3110
318.31262	3092
318.83707	3105
319.36148	3093
319.88589	3085
320.41031	3090
320.93472	3091
321.45914	3078
321.98352	3089
322.50793	3088
323.03232	3081
323.5567	3111
324.08109	3099
324.60547	3094
325.12982	3088
325.65421	3088
326.17856	3102
326.70291	3089
327.22726	3096
327.75162	3090
328.27594	3109
328.80029	3116
329.32462	3103
329.84894	3100
330.37326	3101
330.89758	3100
331.42188	3089
331.9462	3090
332.47049	3084
332.99478	3075
333.51907	3095
334.04337	3104
334.56763	3079
335.09192	3108
335.61618	3073
336.14044	3105
336.6647	3110
337.18893	3093
337.7132	3078
338.23743	3108
338.76169	3097
339.28592	3086
339.81012	3082
340.33435	3126
340.85855	3119
341.38278	3106
341.90698	3075
342.43118	3090
342.95538	3094
343.47955	3101
344.00375	3094
344.52792	3094
345.05209	3092
345.57626	3093
346.1004	3076
346.62457	3080
347.14871	3107
347.67285	3078
348.19699	3069
348.72113	3112
349.24527	3100
349.76938	3099
350.29349	3089
350.81763	3101
351.34171	3101
351.86581	3098
352.38992	3106
352.914	3110
353.43808	3067
353.96216	3095
354.48624	3090
355.01028	3083
355.53436	3085
356.05841	3078
356.58246	3078
357.10651	3092
357.63055	3079
358.15457	3081
358.67859	3091
359.20264	3100
359.72662	3094
360.25064	3096
360.77466	3097
361.29865	3081
361.82263	3089
362.34662	3098
362.87061	3098
363.39459	3084
363.91855	3078
364.4425	3098
364.96646	3089
365.49042	3086
366.01437	3099
366.5383	3083
367.06223	3090
367.58615	3100
368.11008	3106
368.634	3113
369.1579	3111
369.68182	3108
370.20572	3088
370.72961	3104
371.25348	3108
371.77737	3098
372.30124	3079
372.8251	3106
373.34897	3077
373.87283	3073
374.39667	3091
374.92053	3093
375.44437	3090
375.9682	3098
376.492	3089
377.01584	3099
377.53964	3093
378.06345	3104
378.58725	3072
379.11105	3103
379.63483	3086
380.15863	3101
380.6824	3084
381.20618	3091
381.72992	3083
382.25369	3068
382.77744	3124
383.30118	3106
383.82492	3091
384.34866	3107
384.87238	3086
385.39609	3086
385.9198	3085
386.44351	3084
386.96722	3091
387.49091	3090
388.01462	3088
388.5383	3093
389.06195	3078
389.58563	3110
390.10928	3077
390.63297	3084
391.15662	3091
391.68024	3092
392.20389	3087
392.72751	3091
393.25113	3100
393.77475	3103
394.29837	3088
394.82199	3104
395.34558	3116
395.86917	3104
396.39276	3096
396.91632	3074
397.43991	3088
397.96347	3088
398.48703	3090
399.01059	3109
399.53415	3101
400.05768	3110
400.58121	3097
401.10474	3114
401.62827	3116
402.15176	3107
402.67529	3077
403.19879	3090
403.72226	3077
404.24576	3087
404.76923	3098
405.29272	3099
405.81619	3103
406.33963	3103
406.8631	3080
407.38654	3114
407.90997	3093
408.43341	3103
408.95685	3102
409.48026	3094
410.00369	3080
410.5271	3097
411.05048	3083
411.57388	3109
412.09726	3082
412.62064	3087
413.14401	3107
413.66739	3129
414.19073	3099
414.71408	3089
415.23743	3100
415.76077	3080
416.28412	3087
416.80743	3096
417.33075	3091
417.85406	3102
418.37735	3100
418.90067	3081
419.42395	3100
419.94724	3087
420.47052	3093
420.99377	3107
421.51703	3087
422.04028	3102
422.56354	3101
423.08679	3105
423.61002	3096
424.13324	3095
424.65646	3080
425.17966	3103
425.70288	3088
426.22607	3100
426.74927	3106
