,# mesurment,ex_wl,spectro_center_wl,grating,spf,lpf,lpf2,av_power,std_power,num_power,time_taken,ex_time,em_wl,counts
0,1,450,550,2,500,500,0,1.088897184509804e-05,3.766357759810603e-08,102.0,h11m36,10,131.38423,3111.0
1,2,450,550,2,500,500,0,1.0885607415533983e-05,3.805103551359478e-08,103.0,h11m37,10,131.38423,3097.0
2,3,450,550,2,500,500,0,1.089250514854369e-05,3.2672959817659354e-08,103.0,h11m38,10,131.38423,3095.0
3,4,450,550,2,500,500,0,1.0889667403846154e-05,3.468391851137137e-08,104.0,h11m39,10,131.38423,3124.0
4,5,450,550,2,500,500,0,1.0886804898076924e-05,4.464239529746564e-08,104.0,h11m40,10,131.38423,3099.0
5,1,450,550,2,500,500,0,1.088897184509804e-05,3.766357759810603e-08,102.0,h11m36,10,131.90973,3104.0
6,2,450,550,2,500,500,0,1.0885607415533983e-05,3.805103551359478e-08,103.0,h11m37,10,131.90973,3096.0
7,3,450,550,2,500,500,0,1.089250514854369e-05,3.2672959817659354e-08,103.0,h11m38,10,131.90973,3114.0
8,4,450,550,2,500,500,0,1.0889667403846154e-05,3.468391851137137e-08,104.0,h11m39,10,131.90973,3097.0
9,5,450,550,2,500,500,0,1.0886804898076924e-05,4.464239529746564e-08,104.0,h11m40,10,131.90973,3111.0
10,1,450,550,2,500,500,0,1.088897184509804e-05,3.766357759810603e-08,102.0,h11m36,10,132.43523,3104.0
11,2,450,550,2,500,500,0,1.0885607415533983e-05,3.805103551359478e-08,103.0,h11m37,10,132.43523,3102.0
12,3,450,550,2,500,500,0,1.089250514854369e-05,3.2672959817659354e-08,103.0,h11m38,10,132.43523,3108.0
13,4,450,550,2,500,500,0,1.0889667403846154e-05,3.468391851137137e-08,104.0,h11m39,10,132.43523,3104.0
14,5,450,550,2,500,500,0,1.0886804898076924e-05,4.464239529746564e-08,104.0,h11m40,10,132.43523,3097.0
15,1,450,550,2,500,500,0,1.088897184509804e-05,3.766357759810603e-08,102.0,h11m36,10,132.96072,3095.0
16,2,450,550,2,500,500,0,1.0885607415533983e-05,3.805103551359478e-08,103.0,h11m37,10,132.96072,3095.0
17,3,450,550,2,500,500,0,1.089250514854369e-05,3.2672959817659354e-08,103.0,h11m38,10,132.96072,3099.0
18,4,450,550,2,500,500,0,1.0889667403846154e-05,3.468391851137137e-08,104.0,h11m39,10,132.96072,3110.0
19,5,450,550,2,500,500,0,1.0886804898076924e-05,4.464239529746564e-08,104.0,h11m40,10,132.96072,3094.0
20,1,450,550,2,500,500,0,1.088897184509804e-05,3.766357759810603e-08,102.0,h11m36,10,133.48622,3096.0
21,2,450,550,2,500,500,0,1.0885607415533983e-05,3.805103551359478e-08,103.0,h11m37,10,133.48622,3093.0
22,3,450,550,2,500,500,0,1.089250514854369e-05,3.2672959817659354e-08,103.0,h11m38,10,133.48622,3114.0
