,# mesurment,ex_wl,spectro_center_wl,grating,spf,lpf,lpf2,av_power,std_power,num_power,time_taken,ex_time,em_wl,counts
0,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,131.38423,1357.0
1,2,450,550,2,500,500,0,1.0703663791428571e-05,3.993907863418296e-08,105.0,h14m17,10,131.38423,1350.0
2,3,450,550,2,500,500,0,1.069644778737864e-05,3.865047553936136e-08,103.0,h14m19,10,131.38423,1346.0
3,4,450,550,2,500,500,0,1.0696782823809524e-05,3.578075951118212e-08,105.0,h14m20,10,131.38423,1352.0
4,5,450,550,2,500,500,0,1.0699927006730767e-05,3.918655764087956e-08,104.0,h14m21,10,131.38423,1366.0
5,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,131.90973,1352.0
6,2,450,550,2,500,500,0,1.0703663791428571e-05,3.993907863418296e-08,105.0,h14m17,10,131.90973,1349.0
7,3,450,550,2,500,500,0,1.069644778737864e-05,3.865047553936136e-08,103.0,h14m19,10,131.90973,1345.0
8,4,450,550,2,500,500,0,1.0696782823809524e-05,3.578075951118212e-08,105.0,h14m20,10,131.90973,1374.0
9,5,450,550,2,500,500,0,1.0699927006730767e-05,3.918655764087956e-08,104.0,h14m21,10,131.90973,1351.0
10,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,132.43523,1352.0
11,2,450,550,2,500,500,0,1.0703663791428571e-05,3.993907863418296e-08,105.0,h14m17,10,132.43523,1347.0
12,3,450,550,2,500,500,0,1.069644778737864e-05,3.865047553936136e-08,103.0,h14m19,10,132.43523,1355.0
13,4,450,550,2,500,500,0,1.0696782823809524e-05,3.578075951118212e-08,105.0,h14m20,10,132.43523,1357.0
14,5,450,550,2,500,500,0,1.0699927006730767e-05,3.918655764087956e-08,104.0,h14m21,10,132.43523,1350.0
15,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,132.96072,1342.0
16,2,450,550,2,500,500,0,1.0703663791428571e-05,3.993907863418296e-08,105.0,h14m17,10,132.96072,1363.0
17,3,450,550,2,500,500,0,1.069644778737864e-05,3.865047553936136e-08,103.0,h14m19,10,132.96072,1354.0
18,4,450,550,2,500,500,0,1.0696782823809524e-05,3.578075951118212e-08,105.0,h14m20,10,132.96072,1353.0
19,5,450,550,2,500,500,0,1.0699927006730767e-05,3.918655764087956e-08,104.0,h14m21,10,132.96072,1344.0
20,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,133.48622,1346.0
21,2,450,550,2,500,500,0,1.0703663791428571e-05,3.993907863418296e-08,105.0,h14m17,10,133.48622,1347.0
22,3,450,550,2,500,500,0,1.069644778737864e-05,3.865047553936136e-08,103.0,h14m19,10,133.48622,1353.0
23,4,450,550,2,500,500,0,1.0696782823809524e-05,3.578075951118212e-08,105.0,h14m20,10,133.48622,1356.0
24,5,450,550,2,500,500,0,1.0699927006730767e-05,3.918655764087956e-08,104.0,h14m21,10,133.48622,1353.0
25,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,134.01172,1352.0
26,2,450,550,2,500,500,0,1.0703663791428571e-05,3.993907863418296e-08,105.0,h14m17,10,134.01172,1352.0
27,3,450,550,2,500,500,0,1.069644778737864e-05,3.865047553936136e-08,103.0,h14m19,10,134.01172,1356.0
28,4,450,550,2,500,500,0,1.0696782823809524e-05,3.578075951118212e-08,105.0,h14m20,10,134.01172,1344.0
29,5,450,550,2,500,500,0,1.0699927006730767e-05,3.918655764087956e-08,104.0,h14m21,10,134.01172,1362.0
30,1,450,550,2,500,500,0,1.0698824802912621e-05,3.992464231276738e-08,103.0,h14m16,10,134.53722,1345.0
