,# mesurment,ex_wl,spectro_center_wl,grating,spf,lpf,lpf2,av_power,std_power,num_power,time_taken,ex_time,em_wl,counts
20,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,132.43523,3113.0
21,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,132.43523,3118.0
22,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,132.43523,3115.0
23,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,132.43523,3121.0
24,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,132.43523,3087.0
25,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,132.43523,3115.0
26,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,132.43523,3089.0
27,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,132.43523,3082.0
28,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,132.43523,3099.0
29,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,132.43523,3096.0
30,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,132.96072,3104.0
31,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,132.96072,3098.0
32,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,132.96072,3107.0
33,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,132.96072,3084.0
34,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,132.96072,3092.0
35,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,132.96072,3091.0
36,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,132.96072,3106.0
37,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,132.96072,3084.0
38,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,132.96072,3087.0
39,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,132.96072,3090.0
40,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,133.48622,3084.0
41,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,133.48622,3091.0
42,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,133.48622,3114.0
43,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,133.48622,3095.0
44,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,133.48622,3101.0
45,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,133.48622,3110.0
46,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,133.48622,3113.0
47,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,133.48622,3110.0
48,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,133.48622,3123.0
49,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,133.48622,3122.0
50,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,134.01172,3109.0
51,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,134.01172,3111.0
52,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,134.01172,3086.0
53,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,134.01172,3100.0
54,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,134.01172,3100.0
55,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,134.01172,3111.0
56,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,134.01172,3100.0
57,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,134.01172,3091.0
58,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,134.01172,3111.0
59,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,134.01172,3103.0
60,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,134.53722,3106.0
61,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,134.53722,3107.0
62,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,134.53722,3086.0
63,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,134.53722,3107.0
64,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,134.53722,3112.0
65,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,134.53722,3095.0
66,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,134.53722,3113.0
67,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,134.53722,3104.0
68,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,134.53722,3111.0
69,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,134.53722,3104.0
70,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,135.06271,3090.0
71,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,135.06271,3090.0
72,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,135.06271,3105.0
73,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,135.06271,3103.0
74,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,135.06271,3122.0
75,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,135.06271,3100.0
76,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,135.06271,3111.0
77,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,135.06271,3106.0
78,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,135.06271,3109.0
79,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,135.06271,3101.0
80,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,135.5882,3095.0
81,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,135.5882,3101.0
82,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,135.5882,3107.0
83,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,135.5882,3084.0
84,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,135.5882,3113.0
85,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,135.5882,3109.0
86,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,135.5882,3103.0
87,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,135.5882,3099.0
88,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,135.5882,3107.0
89,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,135.5882,3091.0
90,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,136.11369,3104.0
91,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,136.11369,3129.0
92,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,136.11369,3115.0
93,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,136.11369,3112.0
94,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,136.11369,3090.0
95,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,136.11369,3105.0
96,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,136.11369,3106.0
97,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,136.11369,3111.0
98,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,136.11369,3097.0
99,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,136.11369,3078.0
100,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,136.63918,3095.0
101,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,136.63918,3114.0
102,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,136.63918,3090.0
103,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,136.63918,3101.0
104,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,136.63918,3106.0
105,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,136.63918,3087.0
106,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,136.63918,3104.0
107,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,136.63918,3112.0
108,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,136.63918,3082.0
109,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,136.63918,3086.0
110,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,137.16467,3083.0
111,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,137.16467,3099.0
112,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,137.16467,3111.0
113,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,137.16467,3094.0
114,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,137.16467,3102.0
115,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,137.16467,3095.0
116,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,137.16467,3087.0
117,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,137.16467,3123.0
118,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,137.16467,3092.0
119,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,137.16467,3102.0
120,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,137.69016,3099.0
121,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,137.69016,3076.0
122,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,137.69016,3095.0
123,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,137.69016,3104.0
124,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,137.69016,3113.0
125,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,137.69016,3116.0
126,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,137.69016,3098.0
127,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,137.69016,3102.0
128,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,137.69016,3107.0
129,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,137.69016,3086.0
130,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,138.21564,3093.0
131,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,138.21564,3099.0
132,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,138.21564,3094.0
133,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,138.21564,3098.0
134,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,138.21564,3107.0
135,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,138.21564,3107.0
136,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,138.21564,3110.0
137,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,138.21564,3123.0
138,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,138.21564,3116.0
139,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,138.21564,3094.0
140,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,138.74112,3108.0
141,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,138.74112,3101.0
142,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,138.74112,3097.0
143,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,138.74112,3096.0
144,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,138.74112,3091.0
145,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,138.74112,3115.0
146,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,138.74112,3113.0
147,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,138.74112,3101.0
148,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,138.74112,3110.0
149,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,138.74112,3093.0
150,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,139.2666,3096.0
151,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,139.2666,3116.0
152,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,139.2666,3085.0
153,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,139.2666,3080.0
154,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,139.2666,3135.0
155,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,139.2666,3094.0
156,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,139.2666,3080.0
157,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,139.2666,3111.0
158,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,139.2666,3113.0
159,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,139.2666,3094.0
160,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,139.79208,3099.0
161,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,139.79208,3114.0
162,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,139.79208,3114.0
163,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,139.79208,3087.0
164,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,139.79208,3109.0
165,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,139.79208,3124.0
166,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,139.79208,3094.0
167,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,139.79208,3088.0
168,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,139.79208,3118.0
169,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,139.79208,3115.0
170,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,140.31757,3115.0
171,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,140.31757,3109.0
172,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,140.31757,3093.0
173,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,140.31757,3089.0
174,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,140.31757,3110.0
175,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,140.31757,3093.0
176,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,140.31757,3091.0
177,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,140.31757,3089.0
178,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,140.31757,3086.0
179,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,140.31757,3106.0
180,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,140.84305,3105.0
181,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,140.84305,3113.0
182,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,140.84305,3115.0
183,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,140.84305,3096.0
184,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,140.84305,3089.0
185,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,140.84305,3116.0
186,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,140.84305,3103.0
187,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,140.84305,3113.0
188,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,140.84305,3116.0
189,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,140.84305,3113.0
190,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,141.36853,3094.0
191,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,141.36853,3096.0
192,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,141.36853,3098.0
193,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,141.36853,3119.0
194,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,141.36853,3096.0
195,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,141.36853,3110.0
196,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,141.36853,3102.0
197,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,141.36853,3104.0
198,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,141.36853,3090.0
199,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,141.36853,3090.0
200,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,141.894,3109.0
201,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,141.894,3111.0
202,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,141.894,3096.0
203,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,141.894,3123.0
204,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,141.894,3099.0
205,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,141.894,3103.0
206,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,141.894,3103.0
207,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,141.894,3107.0
208,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,141.894,3121.0
209,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,141.894,3128.0
210,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,142.41948,3100.0
211,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,142.41948,3112.0
212,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,142.41948,3117.0
213,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,142.41948,3102.0
214,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,142.41948,3117.0
215,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,142.41948,3099.0
216,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,142.41948,3110.0
217,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,142.41948,3109.0
218,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,142.41948,3097.0
219,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,142.41948,3110.0
220,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,142.94495,3098.0
221,2,450,550,2,500,500,0,1.0687735954545455e-05,8.813016319222509e-09,99.0,h10m33,10,142.94495,3118.0
222,3,450,550,2,500,500,0,1.0685706774747475e-05,7.840336490889488e-09,99.0,h10m35,10,142.94495,3105.0
223,4,450,550,2,500,500,0,1.0685780670000002e-05,8.107641503476765e-09,100.0,h10m37,10,142.94495,3110.0
224,5,450,550,2,500,500,0,1.0688412240404043e-05,9.2754295181433e-09,99.0,h10m40,10,142.94495,3124.0
225,6,450,550,2,500,500,0,1.069027255050505e-05,9.0759712960177e-09,99.0,h10m42,10,142.94495,3117.0
226,7,450,550,2,500,500,0,1.0687762309090909e-05,8.027314533831944e-09,99.0,h10m44,10,142.94495,3100.0
227,8,450,550,2,500,500,0,1.0692148535353534e-05,1.0455500200008934e-08,99.0,h10m46,10,142.94495,3101.0
228,9,450,550,2,500,500,0,1.0696138408080809e-05,9.2516373777635e-09,99.0,h10m48,10,142.94495,3115.0
229,10,450,550,2,500,500,0,1.0695292772727274e-05,9.228411429081767e-09,99.0,h10m51,10,142.94495,3109.0
230,1,450,550,2,500,500,0,1.0683805056122448e-05,8.07215992761237e-09,98.0,h10m31,10,143.47043,3104.0
