,# mesurment,ex_wl,spectro_center_wl,grating,spf,lpf,lpf2,av_power,std_power,num_power,time_taken,ex_time,em_wl,counts
0,1,450,550,2,500,500,0,1.0553301731067962e-05,3.421589551462834e-08,103.0,h9m45,10,131.38423,3103.0
1,2,450,550,2,500,500,0,1.0558142587878788e-05,3.830325568768824e-08,99.0,h9m46,10,131.38423,3111.0
2,3,450,550,2,500,500,0,1.0558977498989903e-05,3.728987460131128e-08,99.0,h9m47,10,131.38423,3099.0
3,4,450,550,2,500,500,0,1.0561270950505052e-05,3.792697437551922e-08,99.0,h9m48,10,131.38423,3126.0
4,5,450,550,2,500,500,0,1.0561307853535352e-05,3.903114513947102e-08,99.0,h9m49,10,131.38423,3124.0
5,6,450,550,2,500,500,0,1.0557952244444442e-05,4.219200778110779e-08,99.0,h9m50,10,131.38423,3094.0
6,7,450,550,2,500,500,0,1.0558602251515153e-05,3.6506537694886274e-08,99.0,h9m51,10,131.38423,3122.0
7,8,450,550,2,500,500,0,1.0569906003960396e-05,3.922998140323563e-08,101.0,h9m52,10,131.38423,3093.0
8,9,450,550,2,500,500,0,1.057041862020202e-05,3.6771946030841835e-08,99.0,h9m53,10,131.38423,3098.0
9,10,450,550,2,500,500,0,1.0570872943434345e-05,3.7925376684263395e-08,99.0,h9m54,10,131.38423,3099.0
10,1,450,550,2,500,500,0,1.0553301731067962e-05,3.421589551462834e-08,103.0,h9m45,10,131.90973,3118.0
11,2,450,550,2,500,500,0,1.0558142587878788e-05,3.830325568768824e-08,99.0,h9m46,10,131.90973,3093.0
12,3,450,550,2,500,500,0,1.0558977498989903e-05,3.728987460131128e-08,99.0,h9m47,10,131.90973,3110.0
13,4,450,550,2,500,500,0,1.0561270950505052e-05,3.792697437551922e-08,99.0,h9m48,10,131.90973,3091.0
14,5,450,550,2,500,500,0,1.0561307853535352e-05,3.903114513947102e-08,99.0,h9m49,10,131.90973,3114.0
15,6,450,550,2,500,500,0,1.0557952244444442e-05,4.219200778110779e-08,99.0,h9m50,10,131.90973,3118.0
16,7,450,550,2,500,500,0,1.0558602251515153e-05,3.6506537694886274e-08,99.0,h9m51,10,131.90973,3119.0
17,8,450,550,2,500,500,0,1.0569906003960396e-05,3.922998140323563e-08,101.0,h9m52,10,131.90973,3077.0
18,9,450,550,2,500,500,0,1.057041862020202e-05,3.6771946030841835e-08,99.0,h9m53,10,131.90973,3117.0
19,10,450,550,2,500,500,0,1.0570872943434345e-05,3.7925376684263395e-08,99.0,h9m54,10,131.90973,3093.0
20,1,450,550,2,500,500,0,1.0553301731067962e-05,3.421589551462834e-08,103.0,h9m45,10,132.43523,3109.0
21,2,450,550,2,500,500,0,1.0558142587878788e-05,3.830325568768824e-08,99.0,h9m46,10,132.43523,3105.0
22,3,450,550,2,500,500,0,1.0558977498989903e-05,3.728987460131128e-08,99.0,h9m47,10,132.43523,3094.0
23,4,450,550,2,500,500,0,1.0561270950505052e-05,3.792697437551922e-08,99.0,h9m48,10,132.43523,3116.0
24,5,450,550,2,500,500,0,1.0561307853535352e-05,3.903114513947102e-08,99.0,h9m49,10,132.43523,3119.0
25,6,450,550,2,500,500,0,1.0557952244444442e-05,4.219200778110779e-08,99.0,h9m50,10,132.43523,3103.0
26,7,450,550,2,500,500,0,1.0558602251515153e-05,3.6506537694886274e-08,99.0,h9m51,10,132.43523,3101.0
27,8,450,550,2,500,500,0,1.0569906003960396e-05,3.922998140323563e-08,101.0,h9m52,10,132.43523,3088.0
28,9,450,550,2,500,500,0,1.057041862020202e-05,3.6771946030841835e-08,99.0,h9m53,10,132.43523,3104.0
29,10,450,550,2,500,500,0,1.0570872943434345e-05,3.7925376684263395e-08,99.0,h9m54,10,132.43523,3097.0
