,# mesurment,ex_wl,spectro_center_wl,grating,spf,lpf,lpf2,av_power,std_power,num_power,time_taken,ex_time,em_wl,counts
0,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,131.38423,3116.0
1,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,131.38423,3101.0
2,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,131.38423,3095.0
3,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,131.38423,3112.0
4,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,131.90973,3108.0
5,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,131.90973,3091.0
6,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,131.90973,3070.0
7,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,131.90973,3122.0
8,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,132.43523,3120.0
9,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,132.43523,3063.0
10,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,132.43523,3111.0
11,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,132.43523,3090.0
12,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,132.96072,3097.0
13,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,132.96072,3092.0
14,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,132.96072,3084.0
15,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,132.96072,3088.0
16,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,133.48622,3096.0
17,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,133.48622,3130.0
18,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,133.48622,3115.0
19,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,133.48622,3136.0
20,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,134.01172,3099.0
21,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,134.01172,3103.0
22,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,134.01172,3112.0
23,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,134.01172,3101.0
24,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,134.53722,3096.0
25,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,134.53722,3108.0
26,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,134.53722,3097.0
27,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,134.53722,3109.0
28,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,135.06271,3098.0
29,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,135.06271,3107.0
30,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,135.06271,3102.0
31,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,135.06271,3128.0
32,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,135.5882,3110.0
33,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,135.5882,3103.0
34,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,135.5882,3087.0
35,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,135.5882,3097.0
36,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,136.11369,3104.0
37,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,136.11369,3096.0
38,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,136.11369,3089.0
39,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,136.11369,3112.0
40,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,136.63918,3112.0
41,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,136.63918,3109.0
42,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,136.63918,3106.0
43,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,136.63918,3126.0
44,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,137.16467,3101.0
45,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,137.16467,3123.0
46,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,137.16467,3084.0
47,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,137.16467,3090.0
48,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,137.69016,3084.0
49,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,137.69016,3117.0
50,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,137.69016,3091.0
51,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,137.69016,3114.0
52,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,138.21564,3108.0
53,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,138.21564,3089.0
54,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,138.21564,3117.0
55,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,138.21564,3102.0
56,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,138.74112,3102.0
57,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,138.74112,3085.0
58,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,138.74112,3113.0
59,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,138.74112,3085.0
60,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,139.2666,3108.0
61,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,139.2666,3094.0
62,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,139.2666,3094.0
63,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,139.2666,3116.0
64,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,139.79208,3099.0
65,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,139.79208,3118.0
66,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,139.79208,3084.0
67,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,139.79208,3087.0
68,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,140.31757,3102.0
69,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,140.31757,3111.0
70,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,140.31757,3089.0
71,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,140.31757,3097.0
72,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,140.84305,3127.0
73,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,140.84305,3078.0
74,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,140.84305,3096.0
75,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,140.84305,3113.0
76,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,141.36853,3103.0
77,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,141.36853,3096.0
78,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,141.36853,3069.0
79,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,141.36853,3104.0
80,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,141.894,3098.0
81,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,141.894,3089.0
82,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,141.894,3105.0
83,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,141.894,3113.0
84,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,142.41948,3115.0
85,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,142.41948,3104.0
86,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,142.41948,3108.0
87,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,142.41948,3096.0
88,1,450,550,2,500,500,0,1.0466267170408163e-05,3.929678179165135e-08,98.0,h10m8,10,142.94495,3110.0
89,2,450,550,2,500,500,0,1.0481986661616164e-05,3.7767396006038204e-08,99.0,h10m11,10,142.94495,3087.0
90,3,450,550,2,500,500,0,1.0524623010891089e-05,3.879678015814697e-08,101.0,h10m14,10,142.94495,3091.0
91,4,450,550,2,500,500,0,1.0525325395959596e-05,3.59470155656453e-08,99.0,h10m17,10,142.94495,3102.0
